num,name,heightm,weightkg,color,tier,prevo,evoLevel,forme,evoItem,evoCondition,evoMove,Bug,Dark,Dragon,Electric,Fairy,Fighting,Fire,Flying,Ghost,Grass,Ground,Ice,Normal,Poison,Psychic,Rock,Steel,Water,eggGroup_Amorphous,eggGroup_Bug,eggGroup_Ditto,eggGroup_Dragon,eggGroup_Fairy,eggGroup_Field,eggGroup_Flying,eggGroup_Grass,eggGroup_Human-Like,eggGroup_Mineral,eggGroup_Monster,eggGroup_Undiscovered,eggGroup_Water 1,eggGroup_Water 2,eggGroup_Water 3,M,F,hp,atk,def,spa,spd,spe,ability_0,ability_H,ability_1,ability_S,legendary,numEvos,gen
54,Psyduck,0.8,19.6,Yellow,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,50,52,48,65,50,55,Damp,Swift Swim,Cloud Nine,,,1.0,1
55,Golduck,1.7000000000000002,76.6,Blue,(PU),Psyduck,33.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,80,82,78,95,80,85,Damp,Swift Swim,Cloud Nine,,,,1
56,Mankey,0.5,28.0,Brown,Illegal,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,40,80,35,35,45,70,Vital Spirit,Defiant,Anger Point,,,1.0,1
57,Primeape,1.0,32.0,Brown,Illegal,Mankey,28.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,65,105,60,60,70,95,Vital Spirit,Defiant,Anger Point,,,,1
58,Growlithe,0.7000000000000001,19.0,Brown,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.25,55,70,45,70,50,60,Intimidate,Justified,Flash Fire,,,1.0,1
58,Growlithe-Hisui,0.8,22.7,Brown,Illegal,,,Hisui,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.25,60,75,45,65,50,55,Intimidate,Justified,Flash Fire,,,1.0,8
59,Arcanine,1.9,155.0,Brown,NU,Growlithe,,,Fire Stone,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.25,90,110,80,100,80,95,Intimidate,Justified,Flash Fire,,,,1
59,Arcanine-Hisui,2.0,168.0,Brown,Illegal,Growlithe-Hisui,,Hisui,Fire Stone,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.25,95,115,80,95,80,90,Intimidate,Justified,Flash Fire,,,,8
60,Poliwag,0.6000000000000001,12.4,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,40,50,40,40,40,90,Water Absorb,Swift Swim,Damp,,,1.0,1
61,Poliwhirl,1.0,20.0,Blue,NFE,Poliwag,25.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,65,65,65,50,50,90,Water Absorb,Swift Swim,Damp,,,2.0,1
62,Poliwrath,1.3,54.0,Blue,(PU),Poliwhirl,,,Water Stone,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,90,95,95,70,90,70,Water Absorb,Swift Swim,Damp,,,,1
63,Abra,0.9,19.5,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,25,20,15,105,55,90,Synchronize,Magic Guard,Inner Focus,,,1.0,1
64,Kadabra,1.3,56.5,Brown,NFE,Abra,16.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,40,35,30,120,70,105,Synchronize,Magic Guard,Inner Focus,,,1.0,1
65,Alakazam,1.5,48.0,Brown,UUBL,Kadabra,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,55,50,45,135,95,120,Synchronize,Magic Guard,Inner Focus,,,,1
65,Alakazam-Mega,1.2,48.0,Brown,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,55,50,65,175,105,150,Trace,,,,,,6
66,Machop,0.8,19.5,Gray,LC,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,70,80,50,35,35,35,Guts,Steadfast,No Guard,,,1.0,1
67,Machoke,1.5,70.5,Gray,NFE,Machop,28.0,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,80,100,70,50,60,45,Guts,Steadfast,No Guard,,,1.0,1
68,Machamp,1.6,130.0,Gray,NU,Machoke,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,90,130,80,65,85,55,Guts,Steadfast,No Guard,,,,1
68,Machamp-Gmax,25.0,0.0,Gray,AG,,,Gmax,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.75,0.25,90,130,80,65,85,55,Guts,Steadfast,No Guard,,,,8
69,Bellsprout,0.7000000000000001,4.0,Green,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,50,75,35,70,30,40,Chlorophyll,Gluttony,,,,1.0,1
70,Weepinbell,1.0,6.4,Green,Illegal,Bellsprout,21.0,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,65,90,50,85,45,55,Chlorophyll,Gluttony,,,,1.0,1
71,Victreebel,1.7000000000000002,15.5,Green,Illegal,Weepinbell,,,Leaf Stone,,,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,80,105,65,100,70,70,Chlorophyll,Gluttony,,,,,1
72,Tentacool,0.9,45.5,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,40,40,35,50,100,70,Clear Body,Rain Dish,Liquid Ooze,,,1.0,1
73,Tentacruel,1.6,55.0,Blue,UU,Tentacool,30.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,80,70,65,80,120,100,Clear Body,Rain Dish,Liquid Ooze,,,,1
74,Geodude,0.4,20.0,Brown,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,40,80,100,30,30,20,Rock Head,Sand Veil,Sturdy,,,1.0,1
74,Geodude-Alola,0.4,20.3,Gray,Illegal,,,Alola,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,40,80,100,30,30,20,Magnet Pull,Galvanize,Sturdy,,,1.0,7
75,Graveler,1.0,105.0,Brown,Illegal,Geodude,25.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,55,95,115,45,45,35,Rock Head,Sand Veil,Sturdy,,,1.0,1
75,Graveler-Alola,1.0,110.0,Gray,Illegal,Geodude-Alola,25.0,Alola,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,55,95,115,45,45,35,Magnet Pull,Galvanize,Sturdy,,,1.0,7
76,Golem,1.4,300.0,Brown,Illegal,Graveler,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,120,130,55,65,45,Rock Head,Sand Veil,Sturdy,,,,1
76,Golem-Alola,1.7000000000000002,316.0,Gray,Illegal,Graveler-Alola,,Alola,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,80,120,130,55,65,45,Magnet Pull,Galvanize,Sturdy,,,,7
77,Ponyta,1.0,30.0,Yellow,LC,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,50,85,55,65,65,90,Run Away,Flame Body,Flash Fire,,,1.0,1
77,Ponyta-Galar,0.8,24.0,White,LC,,,Galar,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,50,85,55,65,65,90,Run Away,Anticipation,Pastel Veil,,,1.0,8
78,Rapidash,1.7000000000000002,95.0,Yellow,(PU),Ponyta,40.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,65,100,70,80,80,105,Run Away,Flame Body,Flash Fire,,,,1
78,Rapidash-Galar,1.7000000000000002,80.0,White,(PU),Ponyta-Galar,40.0,Galar,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,65,100,70,80,80,105,Run Away,Anticipation,Pastel Veil,,,,8
79,Slowpoke,1.2,36.0,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,90,65,65,40,40,15,Oblivious,Regenerator,Own Tempo,,,2.0,1
79,Slowpoke-Galar,1.2,36.0,Pink,LC,,,Galar,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,90,65,65,40,40,15,Gluttony,Regenerator,Own Tempo,,,2.0,8
80,Slowbro,1.6,78.5,Pink,OU,Slowpoke,37.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,95,75,110,100,80,30,Oblivious,Regenerator,Own Tempo,,,,1
80,Slowbro-Mega,2.0,120.0,Pink,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,95,75,180,130,80,30,Shell Armor,,,,,,6
80,Slowbro-Galar,1.6,70.5,Pink,RUBL,Slowpoke-Galar,,Galar,Galarica Cuff,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,,95,100,95,100,70,30,Quick Draw,Regenerator,Own Tempo,,,,8
81,Magnemite,0.30000000000000004,6.0,Gray,LC,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,25,35,70,95,55,45,Magnet Pull,Analytic,Sturdy,,,1.0,1
82,Magneton,1.0,60.0,Gray,PU,Magnemite,30.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,50,60,95,120,70,70,Magnet Pull,Analytic,Sturdy,,,1.0,1
83,Farfetch’d,0.8,15.0,Brown,(PU),,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,52,90,55,58,62,60,Keen Eye,Defiant,Inner Focus,,,,1
83,Farfetch’d-Galar,0.8,15.0,Brown,LC,,,Galar,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,,52,95,55,58,62,55,Steadfast,Scrappy,,,,1.0,8
84,Doduo,1.4,39.2,Brown,Illegal,,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,35,85,45,35,35,75,Run Away,Tangled Feet,Early Bird,,,1.0,1
85,Dodrio,1.8,85.2,Brown,Illegal,Doduo,31.0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,60,110,70,60,60,110,Run Away,Tangled Feet,Early Bird,,,,1
86,Seel,1.1,90.0,White,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,65,45,55,45,70,45,Thick Fat,Ice Body,Hydration,,,1.0,1
87,Dewgong,1.7000000000000002,120.0,White,Illegal,Seel,34.0,,,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,90,70,80,70,95,70,Thick Fat,Ice Body,Hydration,,,,1
88,Grimer,0.9,30.0,Purple,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,80,80,50,40,50,25,Stench,Poison Touch,Sticky Hold,,,1.0,1
88,Grimer-Alola,0.7000000000000001,42.0,Green,Illegal,,,Alola,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,80,80,50,40,50,25,Poison Touch,Power of Alchemy,Gluttony,,,1.0,7
89,Muk,1.2,30.0,Purple,Illegal,Grimer,38.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,105,105,75,65,100,50,Stench,Poison Touch,Sticky Hold,,,,1
89,Muk-Alola,1.0,52.0,Green,Illegal,Grimer-Alola,38.0,Alola,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,105,105,75,65,100,50,Poison Touch,Power of Alchemy,Gluttony,,,,7
90,Shellder,0.30000000000000004,4.0,Purple,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,30,65,100,45,25,40,Shell Armor,Overcoat,Skill Link,,,1.0,1
91,Cloyster,1.5,132.5,Purple,RU,Shellder,,,Water Stone,,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,50,95,180,85,45,70,Shell Armor,Overcoat,Skill Link,,,,1
92,Gastly,1.3,0.1,Purple,NFE,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30,35,30,100,35,80,Levitate,,,,,1.0,1
93,Haunter,1.6,0.1,Purple,NFE,Gastly,25.0,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,45,50,45,115,55,95,Levitate,,,,,1.0,1
94,Gengar,1.5,40.5,Purple,UUBL,Haunter,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,65,60,130,75,110,Cursed Body,,,,,,1
94,Gengar-Mega,1.4,40.5,Purple,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,65,80,170,95,130,Shadow Tag,,,,,,6
94,Gengar-Gmax,20.0,0.0,Purple,AG,,,Gmax,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,60,65,60,130,75,110,Cursed Body,,,,,,8
95,Onix,8.8,210.0,Gray,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,35,45,160,30,45,70,Rock Head,Weak Armor,Sturdy,,,1.0,1
96,Drowzee,1.0,32.4,Yellow,Illegal,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,60,48,45,43,90,42,Insomnia,Inner Focus,Forewarn,,,1.0,1
97,Hypno,1.6,75.6,Yellow,Illegal,Drowzee,26.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,85,73,70,73,115,67,Insomnia,Inner Focus,Forewarn,,,,1
98,Krabby,0.4,6.5,Red,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,30,105,90,25,25,50,Hyper Cutter,Sheer Force,Shell Armor,,,1.0,1
99,Kingler,1.3,60.0,Red,PUBL,Krabby,28.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,55,130,115,50,50,75,Hyper Cutter,Sheer Force,Shell Armor,,,,1
99,Kingler-Gmax,19.0,0.0,Red,AG,,,Gmax,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,55,130,115,50,50,75,Hyper Cutter,Sheer Force,Shell Armor,,,,8
100,Voltorb,0.5,10.4,Red,Illegal,,,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,40,30,50,55,55,100,Soundproof,Aftermath,Static,,,1.0,1
100,Voltorb-Hisui,0.5,13.0,Red,Illegal,,,Hisui,,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,40,30,50,55,55,100,Soundproof,Aftermath,Static,,,1.0,8
101,Electrode,1.2,66.6,Red,Illegal,Voltorb,30.0,,,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,50,70,80,80,150,Soundproof,Aftermath,Static,,,,1
101,Electrode-Hisui,1.2,71.0,Red,Illegal,Voltorb-Hisui,,Hisui,Leaf Stone,,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,60,50,70,80,80,150,Soundproof,Aftermath,Static,,,,8
102,Exeggcute,0.4,2.5,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,60,40,80,60,45,40,Chlorophyll,Harvest,,,,2.0,1
103,Exeggutor,2.0,120.0,Yellow,(PU),Exeggcute,,,Leaf Stone,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,95,95,85,125,75,55,Chlorophyll,Harvest,,,,,1
103,Exeggutor-Alola,10.9,415.6,Yellow,PUBL,Exeggcute,,Alola,Leaf Stone,,,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,95,105,85,125,75,45,Frisk,Harvest,,,,,7
104,Cubone,0.4,6.5,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,50,50,95,40,50,35,Rock Head,Battle Armor,Lightning Rod,,,2.0,1
105,Marowak,1.0,45.0,Brown,(PU),Cubone,28.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,60,80,110,50,80,45,Rock Head,Battle Armor,Lightning Rod,,,,1
105,Marowak-Alola,1.0,34.0,Purple,RU,Cubone,28.0,Alola,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,60,80,110,50,80,45,Cursed Body,Rock Head,Lightning Rod,,,,7
105,Marowak-Alola-Totem,1.7000000000000002,98.0,Purple,Illegal,,,Alola-Totem,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,60,80,110,50,80,45,Rock Head,,,,,,7
106,Hitmonlee,1.5,49.8,Brown,PU,Tyrogue,20.0,,,with an Atk stat > its Def stat,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,50,120,53,35,110,87,Limber,Unburden,Reckless,,,,1
107,Hitmonchan,1.4,50.2,Brown,(PU),Tyrogue,20.0,,,with an Atk stat < its Def stat,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0.0,50,105,79,35,110,76,Keen Eye,Inner Focus,Iron Fist,,,,1
108,Lickitung,1.2,65.5,Pink,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,90,55,75,60,75,30,Own Tempo,Cloud Nine,Oblivious,,,1.0,1
109,Koffing,0.6000000000000001,1.0,Purple,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,40,65,95,60,45,35,Levitate,Stench,Neutralizing Gas,,,2.0,1
110,Weezing,1.2,9.5,Purple,PU,Koffing,35.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,65,90,120,85,70,60,Levitate,Stench,Neutralizing Gas,,,,1
110,Weezing-Galar,3.0,16.0,Gray,RU,Koffing,35.0,Galar,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,65,90,120,85,70,60,Levitate,Misty Surge,Neutralizing Gas,,,,8
111,Rhyhorn,1.0,115.0,Gray,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,80,85,95,30,30,25,Lightning Rod,Reckless,Rock Head,,,1.0,1
112,Rhydon,1.9,120.0,Gray,NFE,Rhyhorn,42.0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,,,105,130,120,45,45,40,Lightning Rod,Reckless,Rock Head,,,1.0,1
113,Chansey,1.1,34.6,Pink,UU,Happiny,,,Oval Stone,during the day,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,250,5,5,35,105,50,Natural Cure,Healer,Serene Grace,,,1.0,1
114,Tangela,1.0,35.0,Blue,NFE,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,65,55,115,100,40,60,Chlorophyll,Regenerator,Leaf Guard,,,1.0,1
115,Kangaskhan,2.2,80.0,Brown,(PU),,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,105,95,80,40,80,90,Early Bird,Inner Focus,Scrappy,,,,1
115,Kangaskhan-Mega,2.2,100.0,Brown,Illegal,,,Mega,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,1.0,105,125,100,60,100,100,Parental Bond,,,,,,6
116,Horsea,0.4,8.0,Blue,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,30,40,70,70,25,60,Swift Swim,Damp,Sniper,,,1.0,1
117,Seadra,1.2,25.0,Blue,NFE,Horsea,32.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,,,55,65,95,95,45,85,Poison Point,Damp,Sniper,,,1.0,1
118,Goldeen,0.6000000000000001,15.0,Red,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,45,67,60,35,50,63,Swift Swim,Lightning Rod,Water Veil,,,1.0,1
119,Seaking,1.3,39.0,Red,(PU),Goldeen,33.0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,80,92,65,65,80,68,Swift Swim,Lightning Rod,Water Veil,,,,1
120,Staryu,0.8,34.5,Brown,LC,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,30,45,55,70,55,85,Illuminate,Analytic,Natural Cure,,,1.0,1
121,Starmie,1.1,80.0,Purple,NU,Staryu,,,Water Stone,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,60,75,85,100,85,115,Illuminate,Analytic,Natural Cure,,,,1
122,Mr. Mime,1.3,54.5,Pink,(PU),Mime Jr.,,,,,Mimic,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,40,45,65,100,120,90,Soundproof,Technician,Filter,,,,1
122,Mr. Mime-Galar,1.4,56.8,White,NFE,Mime Jr.,,Galar,,,Mimic,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,50,65,65,90,90,100,Vital Spirit,Ice Body,Screen Cleaner,,,1.0,8
